,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
25031,25031,25031,25031,25031,25031,25031,25031,25031,96662,16.000,937,2,4,3,4,2,3,2,2,3,5,4,1,4,2,0,0.0
25032,25032,25032,25032,25032,25032,25032,25032,25032,22887,54.000,170,2,5,2,1,2,4,2,5,5,2,5,4,5,4,0,0.0
25033,25033,25033,25033,25033,25033,25033,25033,25033,64416,36.000,1158,3,3,3,3,3,4,4,5,5,5,5,5,5,4,0,0.0
25034,25034,25034,25034,25034,25034,25034,25034,25034,77155,43.000,1865,2,2,2,2,4,3,5,5,5,5,5,3,5,3,3,0.0
25035,25035,25035,25035,25035,25035,25035,25035,25035,108067,65.000,997,3,4,3,3,2,5,5,4,4,3,4,4,4,3,12,8.0
25036,25036,25036,25036,25036,25036,25036,25036,25036,45757,25.000,391,3,0,3,3,4,3,4,4,2,3,2,5,4,4,0,0.0
25037,25037,25037,25037,25037,25037,25037,25037,25037,88006,27.000,404,5,5,5,2,3,5,3,3,4,3,5,4,5,3,0,0.0
25038,25038,25038,25038,25038,25038,25038,25038,25038,15014,28.000,557,2,3,3,3,2,2,2,2,3,4,3,2,3,2,3,19.0
25039,25039,25039,25039,25039,25039,25039,25039,25039,76998,52.000,2535,4,4,4,4,5,5,4,5,5,5,5,5,5,4,0,0.0
25040,25040,25040,25040,25040,25040,25040,25040,25040,76878,45.000,630,1,1,1,1,2,5,5,3,3,3,3,3,3,5,0,1.0
25041,25041,25041,25041,25041,25041,25041,25041,25041,111234,36.000,1506,1,4,1,5,2,1,2,2,3,5,4,3,5,2,28,22.0
25042,25042,25042,25042,25042,25042,25042,25042,25042,88242,24.000,581,5,0,5,4,4,5,4,4,3,3,4,5,5,4,11,7.0
25043,25043,25043,25043,25043,25043,25043,25043,25043,79220,17.000,1990,2,3,2,3,5,2,5,5,3,5,3,3,3,5,0,0.0
25044,25044,25044,25044,25044,25044,25044,25044,25044,47893,23.000,462,3,2,3,4,3,3,3,3,3,5,3,2,4,3,28,29.0
25045,25045,25045,25045,25045,25045,25045,25045,25045,50295,47.000,2043,0,0,0,4,4,5,4,2,2,2,2,2,2,1,0,0.0
25046,25046,25046,25046,25046,25046,25046,25046,25046,81534,23.000,1124,2,2,2,2,3,2,3,3,1,1,3,5,1,3,0,0.0
25047,25047,25047,25047,25047,25047,25047,25047,25047,6302,60.000,315,4,4,4,4,5,5,4,4,4,4,4,3,4,4,17,10.0
25048,25048,25048,25048,25048,25048,25048,25048,25048,53873,64.000,224,5,2,2,2,5,5,5,5,1,4,4,4,5,5,0,0.0
25049,25049,25049,25049,25049,25049,25049,25049,25049,5006,22.000,102,3,5,3,4,2,3,2,2,2,3,2,4,5,2,0,0.0
25050,25050,25050,25050,25050,25050,25050,25050,25050,86425,30.000,762,2,2,2,3,2,2,2,2,4,2,5,4,4,2,0,0.0
25051,25051,25051,25051,25051,25051,25051,25051,25051,76799,63.000,689,2,5,2,1,5,2,5,5,5,5,4,5,5,5,0,0.0
25052,25052,25052,25052,25052,25052,25052,25052,25052,91685,31.000,3004,2,2,2,2,4,5,4,4,5,4,5,5,5,4,0,0.0
25053,25053,25053,25053,25053,25053,25053,25053,25053,71474,37.000,437,3,2,3,4,5,3,5,5,4,4,3,3,3,5,0,0.0
25054,25054,25054,25054,25054,25054,25054,25054,25054,29713,48.000,2304,5,5,5,5,5,5,5,5,5,2,3,2,4,5,0,0.0
25055,25055,25055,25055,25055,25055,25055,25055,25055,37748,47.000,1056,3,2,2,2,5,4,2,3,3,3,3,3,3,4,42,27.0
25056,25056,25056,25056,25056,25056,25056,25056,25056,109331,51.000,1072,5,4,5,3,4,5,4,4,5,3,4,4,4,4,0,0.0
25057,25057,25057,25057,25057,25057,25057,25057,25057,65404,48.000,432,2,5,2,2,1,2,1,1,5,3,4,5,4,1,12,5.0
25058,25058,25058,25058,25058,25058,25058,25058,25058,99492,24.000,307,1,5,1,1,2,1,2,2,3,3,4,5,5,2,47,52.0
25059,25059,25059,25059,25059,25059,25059,25059,25059,48100,37.000,391,5,5,5,5,5,5,5,5,3,4,4,4,1,5,0,13.0
25060,25060,25060,25060,25060,25060,25060,25060,25060,17980,37.000,3009,2,1,1,1,5,3,2,2,2,2,2,1,2,2,0,0.0
25061,25061,25061,25061,25061,25061,25061,25061,25061,123108,32.000,3888,3,2,2,2,3,3,3,3,4,2,4,4,3,3,5,15.0
25062,25062,25062,25062,25062,25062,25062,25062,25062,3297,50.000,479,2,0,5,2,5,5,5,5,4,2,4,3,4,5,0,0.0
25063,25063,25063,25063,25063,25063,25063,25063,25063,38258,55.000,1050,3,3,3,4,2,3,2,2,2,5,4,2,3,2,6,54.0
25064,25064,25064,25064,25064,25064,25064,25064,25064,41417,22.000,913,4,5,4,2,4,4,3,4,5,4,5,3,5,4,0,0.0
25065,25065,25065,25065,25065,25065,25065,25065,25065,16847,60.000,2001,3,3,3,3,1,4,3,2,2,2,2,4,2,2,57,43.0
25066,25066,25066,25066,25066,25066,25066,25066,25066,118268,30.000,2926,4,5,5,5,4,4,4,4,4,5,4,4,4,4,0,0.0
25067,25067,25067,25067,25067,25067,25067,25067,25067,112503,24.000,819,3,2,3,4,2,3,2,2,3,2,4,4,4,2,14,0.0
25068,25068,25068,25068,25068,25068,25068,25068,25068,31737,19.000,862,0,3,0,1,2,3,2,2,5,5,4,5,1,2,0,2.0
25069,25069,25069,25069,25069,25069,25069,25069,25069,23384,24.000,300,3,2,2,2,2,2,2,2,3,3,3,2,2,2,248,250.0
25070,25070,25070,25070,25070,25070,25070,25070,25070,30983,29.000,1533,2,2,2,2,2,2,2,2,2,3,4,1,3,2,8,34.0
25071,25071,25071,25071,25071,25071,25071,25071,25071,18451,36.000,2313,1,1,2,1,2,1,5,5,5,5,5,5,5,2,0,8.0
25072,25072,25072,25072,25072,25072,25072,25072,25072,87791,39.000,2700,0,5,0,1,5,5,5,5,5,5,5,3,5,5,13,0.0
25073,25073,25073,25073,25073,25073,25073,25073,25073,42519,61.000,1384,3,4,3,4,2,3,3,4,4,3,1,2,4,4,0,0.0
25074,25074,25074,25074,25074,25074,25074,25074,25074,103493,42.000,440,3,4,3,3,5,4,5,1,1,3,1,5,1,4,22,10.0
25075,25075,25075,25075,25075,25075,25075,25075,25075,69326,46.000,1699,2,2,2,2,3,4,5,3,3,4,3,4,3,3,0,0.0
25076,25076,25076,25076,25076,25076,25076,25076,25076,116833,42.000,338,1,4,4,4,5,4,3,1,1,1,1,4,1,3,44,21.0
25077,25077,25077,25077,25077,25077,25077,25077,25077,112910,38.000,2398,4,4,4,4,4,4,3,3,3,4,3,3,3,5,3,4.0
25078,25078,25078,25078,25078,25078,25078,25078,25078,8400,62.000,888,2,3,2,4,3,2,1,3,2,3,4,1,4,3,0,0.0
25079,25079,25079,25079,25079,25079,25079,25079,25079,91345,50.000,404,2,4,2,4,4,5,5,2,2,2,2,4,2,3,16,8.0
25080,25080,25080,25080,25080,25080,25080,25080,25080,75780,14.000,868,4,1,4,3,4,5,5,4,3,4,4,5,4,5,148,142.0
25081,25081,25081,25081,25081,25081,25081,25081,25081,124298,56.000,3145,3,2,5,2,4,3,3,3,3,3,3,3,3,3,0,0.0
25082,25082,25082,25082,25082,25082,25082,25082,25082,76569,45.000,481,3,4,5,4,3,3,3,3,4,3,3,1,3,3,25,31.0
25083,25083,25083,25083,25083,25083,25083,25083,25083,47111,49.000,784,3,3,3,3,3,3,3,3,2,4,4,2,4,3,0,36.0
25084,25084,25084,25084,25084,25084,25084,25084,25084,9988,13.000,508,3,5,3,2,2,3,4,2,3,3,5,4,4,2,13,4.0
25085,25085,25085,25085,25085,25085,25085,25085,25085,909,60.000,2738,3,3,3,3,2,4,4,4,4,4,4,5,4,4,0,0.0
25086,25086,25086,25086,25086,25086,25086,25086,25086,8755,50.000,1147,2,2,2,2,1,3,3,2,2,2,2,4,2,1,0,0.0
25087,25087,25087,25087,25087,25087,25087,25087,25087,66078,34.000,1345,4,1,4,2,2,4,2,2,2,4,2,3,3,2,0,20.0
25088,25088,25088,25088,25088,25088,25088,25088,25088,86451,39.000,749,3,4,4,4,3,3,3,3,4,5,3,2,2,3,25,40.0
25089,25089,25089,25089,25089,25089,25089,25089,25089,119127,12.000,1107,3,5,3,3,4,3,4,4,3,3,4,5,4,4,0,0.0
25090,25090,25090,25090,25090,25090,25090,25090,25090,74399,45.000,1431,2,2,2,2,5,5,5,5,5,5,5,5,5,5,8,6.0
25091,25091,25091,25091,25091,25091,25091,25091,25091,74618,43.000,835,3,4,1,4,3,3,3,3,2,5,3,4,3,3,0,0.0
25092,25092,25092,25092,25092,25092,25092,25092,25092,124836,19.000,280,3,4,3,4,4,3,4,4,2,1,3,1,4,4,0,13.0
25093,25093,25093,25093,25093,25093,25093,25093,25093,6704,53.000,438,3,3,3,4,3,3,4,4,4,3,3,3,4,1,0,2.0
25094,25094,25094,25094,25094,25094,25094,25094,25094,16001,27.000,794,3,3,3,3,4,3,4,4,3,3,2,4,2,4,0,18.0
25095,25095,25095,25095,25095,25095,25095,25095,25095,127104,21.000,338,5,4,5,4,4,5,4,4,3,4,4,3,4,4,0,0.0
25096,25096,25096,25096,25096,25096,25096,25096,25096,3756,11.000,427,2,5,4,2,3,4,3,3,2,3,4,1,2,3,13,2.0
25097,25097,25097,25097,25097,25097,25097,25097,25097,114460,57.000,333,3,3,3,3,2,4,4,5,5,5,5,4,5,5,0,0.0
25098,25098,25098,25098,25098,25098,25098,25098,25098,37156,53.000,1237,2,5,2,5,2,2,2,2,4,2,4,4,3,2,0,11.0
25099,25099,25099,25099,25099,25099,25099,25099,25099,116106,14.000,373,3,2,1,4,1,1,1,1,1,4,4,2,4,1,3,0.0
25100,25100,25100,25100,25100,25100,25100,25100,25100,29815,40.000,1818,3,3,3,3,5,1,3,3,3,3,3,5,3,3,10,14.0
25101,25101,25101,25101,25101,25101,25101,25101,25101,65230,37.000,551,3,3,3,3,1,3,1,1,1,5,3,3,4,1,6,3.0
25102,25102,25102,25102,25102,25102,25102,25102,25102,58207,54.000,525,4,4,3,3,1,1,2,4,4,4,4,2,4,2,6,0.0
25103,25103,25103,25103,25103,25103,25103,25103,25103,39592,38.000,565,1,0,1,3,2,1,2,2,5,4,2,2,2,2,0,0.0
25104,25104,25104,25104,25104,25104,25104,25104,25104,331,51.000,821,3,3,4,4,4,3,3,3,3,3,3,4,3,2,0,9.0
25105,25105,25105,25105,25105,25105,25105,25105,25105,32362,63.000,216,5,1,4,1,5,5,5,5,4,1,1,2,2,5,0,0.0
25106,25106,25106,25106,25106,25106,25106,25106,25106,122992,35.000,507,2,3,5,3,2,2,2,2,2,4,4,4,3,2,54,46.0
25107,25107,25107,25107,25107,25107,25107,25107,25107,47361,26.000,588,4,4,4,4,5,4,2,5,5,5,5,5,1,5,0,0.0
25108,25108,25108,25108,25108,25108,25108,25108,25108,69137,42.000,2248,3,3,5,3,5,4,5,3,3,3,3,3,3,5,17,19.0
25109,25109,25109,25109,25109,25109,25109,25109,25109,48166,54.000,2292,5,5,5,5,3,3,4,5,5,5,3,1,5,2,0,0.0
25110,25110,25110,25110,25110,25110,25110,25110,25110,50090,58.000,109,4,4,4,4,5,3,4,5,5,5,5,5,5,4,0,0.0
25111,25111,25111,25111,25111,25111,25111,25111,25111,76864,24.000,1927,0,5,0,2,1,0,1,1,5,3,4,5,5,1,0,0.0
25112,25112,25112,25112,25112,25112,25112,25112,25112,41095,39.000,191,2,4,4,4,2,2,2,2,1,2,2,3,5,2,0,0.0
25113,25113,25113,25113,25113,25113,25113,25113,25113,102163,39.000,258,5,5,5,2,4,5,4,4,5,3,4,5,5,4,2,0.0
25114,25114,25114,25114,25114,25114,25114,25114,25114,74370,41.000,1235,4,4,4,4,4,5,4,5,5,5,5,4,5,5,0,0.0
25115,25115,25115,25115,25115,25115,25115,25115,25115,96470,41.000,1554,0,0,0,3,2,5,5,4,4,4,4,5,4,5,31,29.0
25116,25116,25116,25116,25116,25116,25116,25116,25116,68117,16.000,813,1,4,1,2,3,1,3,3,4,3,5,4,5,3,0,0.0
25117,25117,25117,25117,25117,25117,25117,25117,25117,124443,56.000,2513,2,3,4,3,1,3,3,2,2,2,2,1,2,4,0,0.0
25118,25118,25118,25118,25118,25118,25118,25118,25118,96949,36.000,775,2,2,2,2,5,4,4,3,3,4,3,5,3,5,0,0.0
25119,25119,25119,25119,25119,25119,25119,25119,25119,9266,54.000,441,4,4,4,4,2,4,4,5,5,5,5,3,5,4,54,45.0
25120,25120,25120,25120,25120,25120,25120,25120,25120,95283,47.000,319,3,4,3,5,2,3,2,2,5,2,4,2,5,2,0,0.0
25121,25121,25121,25121,25121,25121,25121,25121,25121,124468,66.000,980,4,2,4,3,4,4,3,4,2,1,3,2,3,4,0,0.0
25122,25122,25122,25122,25122,25122,25122,25122,25122,53384,66.000,1452,4,4,4,3,3,4,1,3,3,1,5,1,4,3,0,0.0
25123,25123,25123,25123,25123,25123,25123,25123,25123,1227,41.000,309,2,4,2,2,4,2,4,4,5,2,4,5,5,4,0,0.0
25124,25124,25124,25124,25124,25124,25124,25124,25124,79492,15.000,762,3,3,4,3,1,4,4,1,4,4,3,2,3,1,125,106.0
25125,25125,25125,25125,25125,25125,25125,25125,25125,61260,60.000,967,4,5,4,2,4,4,4,4,4,3,5,5,5,4,10,10.0
25126,25126,25126,25126,25126,25126,25126,25126,25126,13890,59.000,578,2,4,2,1,4,2,4,4,1,1,1,2,5,4,0,42.0
25127,25127,25127,25127,25127,25127,25127,25127,25127,70389,54.000,1562,3,3,3,3,4,4,5,5,5,4,5,5,5,5,5,8.0
25128,25128,25128,25128,25128,25128,25128,25128,25128,64706,52.000,3659,5,5,5,5,2,4,5,5,5,5,5,3,5,3,0,
25129,25129,25129,25129,25129,25129,25129,25129,25129,89464,41.000,134,0,5,0,2,4,4,4,4,4,4,4,5,4,4,0,0.0
25130,25130,25130,25130,25130,25130,25130,25130,25130,78523,28.000,666,3,5,3,2,4,3,4,4,4,4,4,4,5,4,0,0.0
25131,25131,25131,25131,25131,25131,25131,25131,25131,111111,68.000,197,3,5,3,3,5,3,5,5,3,4,5,4,5,5,22,9.0
25132,25132,25132,25132,25132,25132,25132,25132,25132,39411,48.000,521,5,5,5,5,5,5,5,5,2,3,5,2,4,5,0,16.0
25133,25133,25133,25133,25133,25133,25133,25133,25133,15140,46.000,1042,1,1,1,3,3,1,3,3,4,5,3,1,4,3,0,0.0
25134,25134,25134,25134,25134,25134,25134,25134,25134,86029,57.000,447,3,5,4,5,5,4,3,5,3,5,4,4,5,5,0,0.0
25135,25135,25135,25135,25135,25135,25135,25135,25135,42731,22.000,536,3,3,3,1,4,3,1,4,2,3,2,4,1,4,0,0.0
25136,25136,25136,25136,25136,25136,25136,25136,25136,69725,66.000,1372,1,4,1,1,2,1,2,2,4,5,4,5,4,2,0,0.0
25137,25137,25137,25137,25137,25137,25137,25137,25137,54420,11.000,305,2,5,2,2,2,2,2,2,3,4,5,3,5,2,9,1.0
25138,25138,25138,25138,25138,25138,25138,25138,25138,53446,28.000,2358,3,3,3,3,5,5,5,1,1,4,2,5,5,5,5,12.0
25139,25139,25139,25139,25139,25139,25139,25139,25139,102004,27.000,628,2,2,2,4,1,2,1,1,4,5,3,1,4,1,4,5.0
25140,25140,25140,25140,25140,25140,25140,25140,25140,80084,29.000,1069,1,1,1,3,4,1,4,4,2,4,2,1,1,4,0,33.0
25141,25141,25141,25141,25141,25141,25141,25141,25141,114505,33.000,417,2,2,2,3,3,2,3,3,4,2,4,4,3,3,20,13.0
25142,25142,25142,25142,25142,25142,25142,25142,25142,114900,32.000,371,5,5,5,5,3,3,3,3,3,3,5,4,5,3,0,0.0
25143,25143,25143,25143,25143,25143,25143,25143,25143,82817,53.000,594,3,2,2,2,5,4,3,3,3,3,3,2,3,3,0,0.0
25144,25144,25144,25144,25144,25144,25144,25144,25144,74182,61.000,641,3,5,3,3,5,3,5,5,4,5,4,3,5,5,0,0.0
25145,25145,25145,25145,25145,25145,25145,25145,25145,81100,30.000,991,4,3,4,4,4,5,4,4,5,4,4,4,5,4,0,0.0
25146,25146,25146,25146,25146,25146,25146,25146,25146,1743,59.000,327,4,0,4,3,3,4,3,3,4,5,4,5,4,3,9,6.0
25147,25147,25147,25147,25147,25147,25147,25147,25147,113212,33.000,386,2,2,2,2,5,5,5,5,3,2,5,3,5,5,0,0.0
25148,25148,25148,25148,25148,25148,25148,25148,25148,110119,45.000,1862,1,1,1,1,2,5,4,5,5,5,5,5,5,5,22,25.0
25149,25149,25149,25149,25149,25149,25149,25149,25149,42614,31.000,3293,2,2,3,2,4,3,4,4,4,4,2,1,3,4,4,11.0
25150,25150,25150,25150,25150,25150,25150,25150,25150,78175,45.000,2058,2,2,2,2,2,4,5,4,4,5,4,4,4,4,0,0.0
25151,25151,25151,25151,25151,25151,25151,25151,25151,84492,26.000,2994,1,3,1,3,1,5,5,4,3,1,3,5,1,5,18,23.0
25152,25152,25152,25152,25152,25152,25152,25152,25152,80681,30.000,874,2,2,2,4,5,2,5,5,4,3,4,5,5,5,0,0.0
25153,25153,25153,25153,25153,25153,25153,25153,25153,948,70.000,2237,2,1,1,1,2,1,1,1,1,1,2,2,1,3,0,0.0
25154,25154,25154,25154,25154,25154,25154,25154,25154,43325,30.000,2123,4,5,4,4,2,2,2,2,3,1,4,2,4,2,0,0.0
25155,25155,25155,25155,25155,25155,25155,25155,25155,91735,21.000,588,4,2,5,4,3,5,3,3,2,3,4,3,4,3,0,0.0
25156,25156,25156,25156,25156,25156,25156,25156,25156,14022,65.000,182,3,4,3,4,2,3,2,2,1,2,4,1,3,2,0,0.0
25157,25157,25157,25157,25157,25157,25157,25157,25157,69715,19.000,1372,4,4,4,3,4,4,4,4,4,3,5,2,4,4,0,0.0
25158,25158,25158,25158,25158,25158,25158,25158,25158,54084,23.000,1416,4,4,4,3,4,4,4,4,2,3,4,4,4,4,0,0.0
25159,25159,25159,25159,25159,25159,25159,25159,25159,98255,37.000,1072,1,5,5,5,1,1,1,1,4,3,4,4,3,1,0,0.0
25160,25160,25160,25160,25160,25160,25160,25160,25160,110443,21.000,787,3,4,3,3,5,3,5,5,5,2,5,4,5,5,91,75.0
25161,25161,25161,25161,25161,25161,25161,25161,25161,113426,34.000,488,2,0,2,4,5,2,5,5,2,2,3,4,4,5,22,17.0
25162,25162,25162,25162,25162,25162,25162,25162,25162,24248,16.000,147,5,4,5,3,3,5,3,3,2,3,4,4,3,3,0,0.0
25163,25163,25163,25163,25163,25163,25163,25163,25163,71397,58.000,3810,5,5,5,5,4,5,4,4,4,4,4,5,4,5,8,0.0
25164,25164,25164,25164,25164,25164,25164,25164,25164,102509,37.000,236,2,4,0,4,3,0,3,3,5,5,5,5,5,3,6,0.0
25165,25165,25165,25165,25165,25165,25165,25165,25165,53631,64.000,1874,3,2,3,4,5,3,5,5,4,3,4,1,4,5,6,16.0
25166,25166,25166,25166,25166,25166,25166,25166,25166,51658,36.000,425,1,0,0,3,1,0,1,1,2,2,3,3,5,1,0,0.0
25167,25167,25167,25167,25167,25167,25167,25167,25167,32650,69.000,216,3,4,4,4,1,3,3,3,3,3,3,3,3,2,0,9.0
25168,25168,25168,25168,25168,25168,25168,25168,25168,113923,41.000,1670,2,5,2,2,5,2,5,5,4,2,4,3,4,5,19,18.0
25169,25169,25169,25169,25169,25169,25169,25169,25169,107397,59.000,3332,3,3,3,3,3,4,5,5,5,5,5,3,5,4,23,22.0
25170,25170,25170,25170,25170,25170,25170,25170,25170,72719,45.000,985,3,3,3,3,5,4,4,3,3,4,3,4,3,4,0,0.0
25171,25171,25171,25171,25171,25171,25171,25171,25171,84863,17.000,3378,5,5,5,5,4,4,4,4,2,3,5,4,3,4,0,0.0
25172,25172,25172,25172,25172,25172,25172,25172,25172,97668,27.000,491,3,2,3,3,2,3,2,2,4,3,4,1,3,2,6,0.0
25173,25173,25173,25173,25173,25173,25173,25173,25173,62372,37.000,2704,4,4,1,4,2,4,5,4,4,4,4,4,4,5,3,0.0
25174,25174,25174,25174,25174,25174,25174,25174,25174,12483,30.000,127,4,3,0,4,3,0,4,3,3,4,3,4,4,3,34,29.0
25175,25175,25175,25175,25175,25175,25175,25175,25175,32363,33.000,102,3,0,3,1,4,3,4,4,4,2,5,1,3,4,0,0.0
25176,25176,25176,25176,25176,25176,25176,25176,25176,110358,34.000,2992,1,1,1,1,5,5,4,5,5,5,5,3,5,3,0,0.0
25177,25177,25177,25177,25177,25177,25177,25177,25177,82644,27.000,528,1,5,5,5,1,2,1,1,3,2,3,4,4,1,8,4.0
25178,25178,25178,25178,25178,25178,25178,25178,25178,60607,18.000,3024,1,0,0,3,5,0,5,5,3,2,4,3,4,5,53,52.0
25179,25179,25179,25179,25179,25179,25179,25179,25179,60940,27.000,888,5,5,5,1,5,1,1,5,3,5,4,1,5,1,168,165.0
25180,25180,25180,25180,25180,25180,25180,25180,25180,78296,33.000,1598,3,4,3,4,1,3,1,1,3,2,4,4,5,1,0,0.0
25181,25181,25181,25181,25181,25181,25181,25181,25181,87608,23.000,591,1,0,0,3,2,0,2,2,4,3,4,3,4,2,22,27.0
25182,25182,25182,25182,25182,25182,25182,25182,25182,41093,30.000,2487,0,0,0,4,4,4,4,4,1,2,2,3,3,4,25,16.0
25183,25183,25183,25183,25183,25183,25183,25183,25183,38512,25.000,2569,5,1,1,1,5,5,5,5,1,1,5,5,2,5,4,0.0
25184,25184,25184,25184,25184,25184,25184,25184,25184,70671,60.000,2644,1,1,1,1,5,4,4,4,4,4,4,4,4,5,0,0.0
25185,25185,25185,25185,25185,25185,25185,25185,25185,7607,9.000,802,5,2,5,3,1,5,1,1,3,5,5,5,5,1,0,0.0
25186,25186,25186,25186,25186,25186,25186,25186,25186,52463,28.000,451,2,2,2,3,3,2,3,3,2,2,4,4,3,3,0,0.0
25187,25187,25187,25187,25187,25187,25187,25187,25187,123662,29.000,214,1,2,4,4,1,1,1,1,3,3,4,2,4,1,0,11.0
25188,25188,25188,25188,25188,25188,25188,25188,25188,81533,65.000,2071,2,4,4,4,2,3,4,2,2,1,2,1,2,3,24,54.0
25189,25189,25189,25189,25189,25189,25189,25189,25189,55798,57.000,1416,2,2,2,2,2,5,5,4,4,4,4,3,4,4,0,0.0
25190,25190,25190,25190,25190,25190,25190,25190,25190,39628,59.000,748,2,5,1,3,4,5,5,5,5,1,5,3,5,4,0,0.0
25191,25191,25191,25191,25191,25191,25191,25191,25191,73874,35.000,2585,3,3,3,3,3,3,3,4,3,5,5,3,5,3,0,0.0
25192,25192,25192,25192,25192,25192,25192,25192,25192,38984,39.000,230,5,5,5,2,1,5,1,1,2,4,1,3,3,1,0,0.0
25193,25193,25193,25193,25193,25193,25193,25193,25193,8780,57.000,2673,2,2,2,2,3,5,5,4,4,4,4,3,4,3,17,27.0
25194,25194,25194,25194,25194,25194,25194,25194,25194,26448,48.000,925,1,1,1,1,4,2,2,2,2,2,2,5,2,3,0,0.0
25195,25195,25195,25195,25195,25195,25195,25195,25195,24685,32.000,1850,5,5,3,5,4,4,4,4,3,5,1,4,3,4,0,0.0
25196,25196,25196,25196,25196,25196,25196,25196,25196,101131,77.000,3371,5,3,3,3,5,2,2,5,5,4,5,3,5,3,15,10.0
25197,25197,25197,25197,25197,25197,25197,25197,25197,36933,51.000,467,2,5,5,5,2,2,2,2,1,1,4,4,3,2,0,5.0
25198,25198,25198,25198,25198,25198,25198,25198,25198,42523,54.000,328,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0.0
25199,25199,25199,25199,25199,25199,25199,25199,25199,32519,54.000,1718,5,5,5,5,4,1,2,5,5,5,4,2,5,4,8,8.0
25200,25200,25200,25200,25200,25200,25200,25200,25200,96980,13.000,2361,3,3,3,3,5,5,5,5,3,3,5,4,5,5,6,0.0
25201,25201,25201,25201,25201,25201,25201,25201,25201,117248,30.000,451,2,4,2,1,5,2,5,5,4,5,4,3,5,5,0,0.0
25202,25202,25202,25202,25202,25202,25202,25202,25202,56378,54.000,200,2,2,2,2,5,5,5,5,5,5,5,3,5,4,5,0.0
25203,25203,25203,25203,25203,25203,25203,25203,25203,81840,52.000,1306,1,5,1,1,2,1,2,2,5,5,4,4,5,2,0,19.0
25204,25204,25204,25204,25204,25204,25204,25204,25204,29716,65.000,2846,2,3,2,3,4,2,4,4,5,2,3,5,2,4,0,0.0
25205,25205,25205,25205,25205,25205,25205,25205,25205,27195,48.000,2182,2,2,2,2,1,4,4,4,4,4,4,4,4,4,0,0.0
25206,25206,25206,25206,25206,25206,25206,25206,25206,54205,25.000,1372,5,4,4,4,5,4,3,5,3,5,1,2,3,5,1,0.0
25207,25207,25207,25207,25207,25207,25207,25207,25207,86580,32.000,1269,2,3,5,5,2,2,2,2,3,2,3,3,3,2,0,2.0
25208,25208,25208,25208,25208,25208,25208,25208,25208,40588,29.000,391,4,0,4,5,5,4,5,5,4,3,2,1,2,5,2,0.0
25209,25209,25209,25209,25209,25209,25209,25209,25209,75407,58.000,2342,1,1,2,1,2,3,4,4,4,4,4,3,4,5,0,0.0
25210,25210,25210,25210,25210,25210,25210,25210,25210,19013,25.000,788,3,3,3,4,1,3,1,1,2,1,1,5,5,1,4,0.0
25211,25211,25211,25211,25211,25211,25211,25211,25211,62545,41.000,1723,5,5,5,5,4,3,4,5,5,5,5,5,5,5,109,97.0
25212,25212,25212,25212,25212,25212,25212,25212,25212,115552,18.000,362,1,4,4,4,1,1,1,1,2,5,3,2,3,1,1,0.0
25213,25213,25213,25213,25213,25213,25213,25213,25213,102584,21.000,223,5,2,5,5,5,5,2,5,4,4,4,5,4,5,0,0.0
25214,25214,25214,25214,25214,25214,25214,25214,25214,101765,28.000,1590,3,5,3,3,2,3,2,2,5,3,5,3,4,2,30,18.0
25215,25215,25215,25215,25215,25215,25215,25215,25215,71023,60.000,802,4,4,4,4,3,5,5,5,5,5,5,5,5,3,19,13.0
25216,25216,25216,25216,25216,25216,25216,25216,25216,110616,22.000,727,1,1,1,1,4,4,4,4,5,2,4,5,4,4,25,9.0
25217,25217,25217,25217,25217,25217,25217,25217,25217,101044,48.000,2485,5,5,5,5,3,5,4,5,5,5,5,3,5,4,0,0.0
25218,25218,25218,25218,25218,25218,25218,25218,25218,60214,43.000,1546,4,5,5,1,4,4,4,3,3,5,5,4,5,4,291,277.0
25219,25219,25219,25219,25219,25219,25219,25219,25219,67647,48.000,1205,2,2,2,4,1,2,1,1,2,5,4,2,4,1,1,4.0
25220,25220,25220,25220,25220,25220,25220,25220,25220,88088,56.000,1893,3,3,3,3,4,5,4,4,4,4,4,4,4,4,58,59.0
25221,25221,25221,25221,25221,25221,25221,25221,25221,95017,27.000,319,3,2,3,2,5,3,5,5,4,5,3,3,2,5,0,6.0
25222,25222,25222,25222,25222,25222,25222,25222,25222,83047,33.000,1831,1,2,2,2,3,2,2,1,1,1,1,3,1,1,12,12.0
25223,25223,25223,25223,25223,25223,25223,25223,25223,76428,39.000,405,2,2,2,2,3,2,3,3,3,3,3,2,2,3,0,0.0
25224,25224,25224,25224,25224,25224,25224,25224,25224,44301,50.000,1428,1,2,1,2,5,3,4,1,1,1,1,4,1,2,0,6.0
25225,25225,25225,25225,25225,25225,25225,25225,25225,58719,25.000,1197,0,0,0,2,1,0,3,1,3,3,5,3,4,1,0,0.0
